,date,review,rating,isEdited,userName,title,developerResponse,review-en
280,2021-03-20 20:46:05,"Arkadaşlar tüm konular hakkında hem test çözümleri(her soruda sorunun çözüm videosu),konu anlatımı gibi bir sürü şeyler indirinn",5,FALSE,semaskn,Herşey var,,"Friends and download a lot of things such as test solutions (solution video of the problem in every question), subject narration"
281,2021-03-16 17:52:00,Kullanmaya başladığım günden beri çok faydasını gördüm mükemmel bir uygulama.,5,FALSE,ilknur_özyurt61,👍,,I have seen a lot of benefits since the day I started using it.
282,2021-03-17 6:23:18,Reklamlardan kurtulmak için premium aldım ama bu sefer de her butona tıklamamda bir pencere açılıyor ve benden yorum yapmamı istiyor. Buyurun size yorum: sürekli pencere açılacaksa reklamları neden kaldırdım??,1,FALSE,rekanullah,Sürekli yorum istiyor,,"I bought a premium to get rid of the ads, but this time I click on each button and a window opens and wants me to comment. Here is your comment: Why did I remove the ads if the window is going to be opened constantly ??"
283,2021-03-16 14:29:32,Bence çok güzel bir uygulama test çözdüğün zaman istersen testin bitikten sonra cevaplara bak ister her sorudan sonra📚,5,FALSE,🪜🪙💸⏱🧭🌇🌠,Kullanıcı,,I think it is a very nice application when you solve the test if you want to look at the answers after the test is finished after every question📚
284,2021-03-13 14:33:19,Tavsiye ederm indirin deneyin,5,FALSE,elbistanleee,Süper,,"I recommend download it, try it"
285,2021-03-14 11:39:01,Uygulama daha akıcı ve stabil hale getirilebilir onun dışında daha fazla soruya açıklamalı çözüm gelse daha iyi olur.,4,FALSE,TOYKİDO,Daha stabil olabilir,,The application can be made more fluent and stable.
286,2021-03-12 22:17:24,Uygulama gayet güzel ama en azından küçük açıklamalı çözüm olsa çok daha iyi olur,5,FALSE,YksDil,Çözüm,,"The application is fine, but at least it would be much better if it was a small description solution"
287,2021-03-12 21:00:05,Bayıldık tek kelimeyle,5,FALSE,Semih Sucu,Helal olsun,,We love it in one word
288,2021-03-08 13:39:34,Ben lgs için kullanıyorum çok hoşuma gitti ayrıca konu anlatımları ve testleri de çok güzel çok teşekkür ederim Pakodemy 🥳,5,FALSE,elakeskin11,Mükemmel,,"I use it for lgs I like it very much, the lectures and tests are also very nice, thank you very much pakodemy 🥳"
289,2021-03-06 20:44:19,Ben kpss için kullanıyorum aşırı yararlı tavsiye ederim...,5,FALSE,ebrarmkoc,Süper👍🏻👍🏻,,"I use it for KPSS, I recommend it extremely useful ..."
290,2021-03-06 11:10:42,Daha iyisi yok,5,FALSE,emirhan179,Mükemmel,,Theres no better
291,2021-03-06 16:30:01,Logo acil duzeltilmeli noel sapkasi rahatsiz ediyor,3,FALSE,esmanur58,Pakodemy logo,,The logo should be arranged and disturbs Christmas pervert
292,2021-03-05 22:04:08,"Biz YDT öğrencilerinin sesini dinleyip İngilizceyi de eklemeleriyle uygulama arşa çıkmıştır. Kullanınız, kullandırınız :)",5,FALSE,nemesis1711,Teşekkürler!,,"We listen to the voice of YDT students and added English. Use, use it :)"
293,2021-03-03 8:23:54,Güzel uygulama fakat üye olmadan 50 sorudan fazla çözdürmüyor. Daha fazla olsa daha güzel olur. Birde TYT AYT deneme sınavları olsa daha güzel olur.,5,FALSE,KutayUtkuCan,Uygulama,,"Good application, but it does not solve more than 50 questions without a member. It would be better if it was more. It would be better if there were TYT AYT trial exams."
294,2021-03-02 20:39:18,Gercekten tebrik ediyorum sizi farkındalık yaratmışsınnız .:),5,FALSE,Firat.1903,Başarılı bir uygulama,,"I really congratulate you, you have created you. :)"
295,2021-03-03 7:32:07,Kesinlikle tavsiye etmiyorum. En azından parası olmayanlar için. Günde bir kaç soru çözebiliyorsunuz en fazla ve her 4-5 dakikada bir reklam.,1,FALSE,Deizms,Reklam arası uygulama.,,I definitely do not recommend. At least for those who do not have money. You can solve a few questions a day at most and every 4-5 minutes.
296,2021-03-02 13:56:44,Harika gerçekten,5,FALSE,generalsmokers0,Denemede olursa çok iyi olur,,Great really
297,2021-02-28 21:36:26,Normalde telefondan test çözmekten nefret ederim ama konu kartları ve testleri gerçekten konu konu ve zorluk dereceleri bile belli farklı yayın evlerinin soruları var bayıldım yks öğrencilerinin çok işine yarayacak.,5,FALSE,laratilki,Mükemmel,,"Normally I hate solving the test on the phone, but the subject cards and tests are really the questions of the subject and difficulty degrees of the subjects and the questions of certain different broadcasting houses will be very useful for YKS students."
298,2021-02-27 14:24:26,"Yks sınavına girecek herkesin kullanmasını öneririm. Temelim bile olmadığını düşündüğüm Biyoloji’den 10 soruda 8 net yaptım. Motive etti, konu kartları ardından gelen sorular zorluk seviyelerine göre sıralanmış. Herkese şiddetle öneririm.",5,FALSE,zehrakgul,Hedefi olan indirsin hedefine daha da yaklaşsın,,"I recommend everyone to use the YKS exam. I made 8 net in 10 questions from Biology, which I thought wasn't even a basis. Motivated, the following cards are listed according to their difficulties. I strongly recommend it to everyone."
299,2021-02-26 7:22:41,test çözmek için sürekli video izlemek zorundamıyım,3,FALSE,cony sins plus,test çözmek için kredi istiyor,,Do I have to watch videos all the time to solve the test
300,2021-02-26 5:22:29,Konu kartları girice uygulamadan atıyor,5,FALSE,34bal,Uygulama atıyor,,Subject cards throw away from the application
301,2021-02-25 10:42:44,Gerçekten hak ettiğini düşündüğüm uygulamalardan biri ellerine sağlık.,5,FALSE,cvopgpg,.,,One of the applications I really think you deserve is health.
302,2021-02-26 0:08:15,Ücretli mi acaba ?,3,FALSE,suu76,.,,Is it paid?
303,2021-02-24 18:34:23,"Gerçekten premium olmasanız bile, gerçek anlamda pek çok şey katan bir uygulama. Tavsiye ediyorum.",5,FALSE,ahskdjjqkslf,Mükemmel,,"Even if you are not really premium, it is an application that adds a lot of things. I would recommend."
304,2021-02-24 15:59:57,Gerçekten harika bir uygulama ders çalışmaya aşırı teşvik edici. Soru bankamdaki sorular yetmezse koşa koşa buraya geliyorum,5,FALSE,sdlgn,TEŞEKKÜR EDERİZ,,"A really great application is over -encouraging to study. If the questions in my bank are not enough, I come running here"
305,2021-02-24 13:29:25,Çok yararlı bir uygulama. Elimin altında sürekli soru çözebileceğim bir uygulamanın olması yks senemde çok işime yarıyor. Teşekkürler Pakodemy!,5,FALSE,abiniz olarak,Teşekkürler,,A very useful application. The fact that I can solve questions constantly under my hand is very useful in my year. Thanks Pakodemy!
306,2021-02-24 13:20:28,Mükemmel bir uygulama nerde olursanız olun elinizin altında konu anlatımı ve soru bakası var.,5,FALSE,navinygt,Mükemmel,,"There is a perfect application at the end of your hand, no matter where you are."
307,2021-02-21 16:02:44,"Gerçekten faydalı ve iyi tasarlanmış bir uygulama, soru seçim sistemleri ve dürlloları çok verimli oluyor teşekkürler :))",5,FALSE,aysenurnn,Efsoo,,"Really useful and well designed application, question selection systems and durlos are very efficient thanks :))"
308,2021-02-20 16:51:02,Kay çeşitleri artılırsa daha da güzel olucak lütfennnn,5,FALSE,Yusufxxl,Kaynak çeşitlerini arttırın,,"If the kind of beech increases, it will be even more beautiful, please"
309,2021-02-17 18:52:21,Çok beğendim mezun olalı 4 sene oldu tekrardan hazırlanıyorum üniversiteye bilgiler kısa ve anlaşılır deneme sınavıda eklense daha müthiş olacak,5,FALSE,sınava hazırlanıyorum,Çok başaralı,,"I liked it very much, it has been 4 years since I graduated."
310,2021-02-15 20:54:31,Merhaba testin sonunda verilen çekilişler be anlama geliyor 😊,5,FALSE,TYT ÖĞRENCİSİ,M,,"Hello, the lottery given at the end of the test means 😊"
311,2021-02-15 19:40:11,Gayet güzel teşvik edici online soru çözümlerinde genelde çok gerilirim ama uygulama sayesinde hiç öyle bir sorun ile karşılaşmadım . İnsana soru çözüm hevesi veriyor teşekkürler 👏🏻👏🏻,5,FALSE,zhr_çtz,Çok başarılı👏🏻,,"I usually stretch very well in online question solutions, but I have never encountered such a problem thanks to the application. Question gives people a solution thanks thanks 👏🏻👏🏻"
312,2021-02-15 18:29:01,Arkadaşlar gözünüz kapalı indirin tek kelimeyle efsane,5,FALSE,hanifegkslll,Mükemmel,,"Friends, your eyes are closed, download it in one word legend"
313,2021-02-12 15:42:29,uygulama başarılı emeğinize sağlık.,5,FALSE,Ldleödöewlwpsğxööxöx,sevdim,,The application is good for your successful labor.
314,2021-02-10 18:14:07,Reklam izleyip kredimi 10’a yükselttim fakat testler açılmıyor lütfen yardım edin günde 5 test çözebilirsiniz diyor kredimin olmasına rağmen neden kaynaklanıyor yardımcı olur musunuz lütfen ve gerçekten çok güzel uygulama maddi durumu iyi olmayanlar için pek yararlı olmuyor yarıda kalıyor,5,FALSE,antepli ali,Kendinizi öğrenci yerine koyun lütfen,,"I watched ads and raised my loan to 10, but the tests do not open, please help you can solve 5 tests a day, although it is caused by my loan, can you help me please and really good application is not very useful for those who are not good financial situation is not very useful"
315,2021-02-11 20:18:27,Nereye basarsam uygulama reklam vermeye başladı bu hiç hoş değil zaten testler için video izliyoruz gereksiz bence azaltılabilir :),2,FALSE,hasanrazbi,Bu bana biraz abartı geldi :),,"Wherever I press it, the application started to advertise, it is not pleasant at all, we are already watching videos for tests, unnecessary I think it can be reduced :)"
316,2021-02-09 20:46:34,Geliştiricilerinde harika herşeyi Harika indirin değer,5,FALSE,Rabia Sağlam,Mükkemmel,,Great download everything great in developers worth downloading
317,2021-02-09 16:12:31,Gerçekten çok iyi soru çözmek istediğinizde size seçtiğiniz ders-konu ile ilgili farklı kaynaklardan soru buluyor ve soruların zorluğu da verdiğiniz cevaplara göre değişiyor. Ben elimde test bulunmadığı zaman burdan çözüyorum. Ancak uygulama tyt ve ayt grupları için olduğu için eğer 9 veya 10. sınıfsanız test çözerken bilmediğiniz konuların soruları gelebilir. Zaten 9-10’ların kullanması için değil ama kullananlar olursa diye,5,FALSE,Gopiş,Gayet güzel,,"When you want to solve a very good question, it finds questions from different sources about the lesson-day you choose, and the difficulty of the questions varies according to your answers. I solve it from here when I don't have a test. However, since the application is for TYT and AYT groups, if you are 9 or 10, you may receive questions of the issues you do not know when solving the test. Not for the use of the 9-10s anyway, but in case of users"
318,2021-02-07 21:47:28,Program güzel fakat sınava kadar 89.99 TL ye aldığım paket bu gece itibariyle iptal olmuş ve premium üyeliğim bitmiş  bu konuyu değerlendirmenizi talep ediyorum.,1,FALSE,ladymessy,Ödeme sorunu,,"The program is nice but until the exam for 89.99 TL, the package I bought as of this night has been canceled and my premium membership is finished."
319,2021-02-07 21:05:51,iPad’de yatay moda geçmiyor uygulama,1,FALSE,TAA reyize selamlar,İpad yatay mod yok,,Horizontal fashion does not pass on iPad
320,2021-02-07 14:51:59,Durumu olmayanlar kitap alamayanlar için mükemmel bir uygulama teşekkür ederiz.,5,FALSE,tuğçeewq,Mükemmel!!,,Thank you for those who do not have a situation for those who cannot get books.
321,2021-02-07 11:42:31,Gerçekten çok güzel bi uygulama teşekkürler,5,FALSE,süm1111,Tyt Ayt,,Really nice application thanks
322,2021-02-05 22:48:04,Uygulamayı gerçekten çok beğendim konu anlatımlarıda çok güzel testleride youtube da sürekli reklamı çıkıyordu sonunda neymiş diye indirdim iyikide indirmişim eehheehhe,5,FALSE,eylllyy,Maypom,,I really liked the application very nice testing very nice tests on youtube on the constant advertisement was coming out at the end I downloaded what I downloaded well eehheehhe
323,2021-02-06 5:06:32,uygulama harika tek eksiği deneme👌👌👌👌,4,FALSE,sorgulayıcı filozof,TYT AYT DENEMESİ,,Application is great single missing trial👌👌👌👌
324,2021-02-05 20:56:18,En fazla bildirimi pakodemy den alıyorum 🥲,5,FALSE,naim1mm,Birisi,,I get the most notification from Pakodemy 🥲
325,2021-02-04 23:18:06,HARİKASINIZ,5,FALSE,internetistiyorum,<3,,You are wonderful
326,2021-02-03 22:52:56,Çok yararlı bir uygulama farklı kaynaklardan soru çözmek isteyen arkadaşlara kesinlikle tavsiye ederim sadece deneme eklenirse daha iyi olur,5,FALSE,Kzncysf,Harika,,A very useful application I would definitely recommend to friends who want to solve questions from different sources.
327,2021-02-01 19:19:12,Deneme ve soruların cevaplarıda gelsiiin,5,FALSE,srlamınaleulğö111,DENEME VE SORULARINDA CEVAPLARI GELSİN,,The answers to the essays and questions are also available
328,2021-02-03 19:31:15,"Destek birimi dönüş yapmıyor adamakıllı , Ve her sorunun video desteği yok
 ( premium)",3,FALSE,gncsiz,Eksiklikler,,"Support unit does not return, and every problem has no video support
 (Premium)"
329,2021-01-31 11:05:00,Hem ücretsiz olup hem bu kadar kaliteli içeriği olan bir uygulama götmemiştim. Benim için çık yararlı oldu. Girdiğim tüm denemeleri bu uygulamaya yazabiliyorum ve gelişimimi izleyebiliyorum. Bir sürü konu anlatımı ve teste erişebiliyorum. Teşekkürlerrr,5,FALSE,Hade Audrey Stone,En sevdiğim uygulamalardan,,I did not assume an application with both free and so high quality content. It was useful for me. I can write all the experiments I have entered into this application and watch my development. I can access a lot of lectures and tests. Thanksrr
330,2021-01-30 10:45:21,Ben bundan daha iyi uygulama görmedim ders çalışmaya müsait olmadığınızda bile iki tıkla testinizi çözüp tekrar yapabilirsiniz çok çok güzel ayrıca ücretsiz. İlk defa öğrenciye her yönden yardımı dokunan bir uygulama görüyorum her şey düşünülmüş ben kendi adıma çok teşekkür ederim elinize emeğinize sağlık 😊,5,FALSE,rumeysakrkcl,10 numara 20 yıldız,,"I haven't seen better than this, even if you are not suitable for studying, you can solve your test with two clicks and do it again very nice. For the first time, I see an application that touches the student in every aspect, everything was thought. I thank you very much."
331,2021-01-30 21:51:55,Günlük 5 test kredisi çok ama çok az uygulamanızı severek kullanıyorum daha yüksek bir sınır koysanız daha iyi olur,3,FALSE,şahindogan,Günlük 5 test sınırı,,"5 -daily test loans are very, very little, I use your application by loving to put a higher limit would be better."
332,2021-01-24 13:22:06,Bayıldım gerçekten çok güzel!!,5,FALSE,Defömcü,Önerimdir🙏,,I love it really beautiful !!
333,2021-01-27 14:43:06,Ücretli olmadan önce çok iyiydi tüm uygulamalar gibi buda ücretli oldu,1,FALSE,berkaysahinnnn,5 test sonrası ücretli,,"It was very good before it was paid, like all applications, this was paid"
334,2021-01-24 22:32:40,Yeterli kredi bulunmamaktadır yazıyor birkaç gündür ... Neden ki hiç anlamadım lütfen bilen yazsın,4,FALSE,naylan hanım,Bilen yazsın,,"It says there is not enough credit for a few days ... why I don't understand it, please let it know"
335,2021-01-24 16:32:13,Krediniz bulunamamaktadır diyor ve günlük 5 test hakkı çok kötü öğrenciyiz zaten birde pandemi tam bulduk diyoruz bozmuşsunuz,1,FALSE,hacerssdm,Güncellenmeli!!!!!,,He says that your loan cannot be found and we are very bad for 5 tests per day.
336,2021-01-23 7:37:08,Emeği geçenlere sonsuz teşekkürler,5,FALSE,FAATİH,Mükkkkkkemmelll,,Endless thanks to those who contributed
337,2021-01-22 17:35:35,Efsane bi uygulama. Babama zorla satın aldırdım. Aynı anda bilgi öğrenirken aynı zamanda da oyun şeklinde eğlenceli bi şekilde öğreniyorsunuz. Aynı zamanda sürpriz hediyeler de var 🤫 Kesinlikle indirmenizi tercih ederim. Umarım güzel sonuçlar alabilirim. Teşekkürler 🤩🙏🏻,5,FALSE,ogecela_2003,😍👍🏻,,"Legendary application. I forced my father bought it. While learning information at the same time, you also learn a fun way in the form of a game. There are also surprise gifts 🤫 I definitely prefer you to download it. I hope I get good results. Thanks 🤩🙏🏻"
338,2021-01-21 10:56:19,Gerçekten cok faydalı bir uygulama,4,FALSE,şevvalcim,Müthiş,,Really a very useful application
339,2021-01-21 5:57:56,Sürekli reklam çıkması dikkat dağıtıyor onun Dışında süper,2,FALSE,bedıbaba,Reklam,,"Continuous advertising is distracted, but it is super."
340,2021-01-20 7:40:20,Çok güzel bir uygulama umarım günlük soru sayısını azaltmazsınız 🥰,5,FALSE,ayakitap,Çok güzel bir uygulama,,"It is a very nice application, I hope you won't reduce the number of daily questions 🥰"
341,2021-01-20 9:46:00,"Yalnızca bir üzücü nokta var o da dilciler için bir kaynağın olmaması. Dil bölümünde olanlar için de test eklenirse gerçekten şuana kadar karşılaştığım en güzel uygulama olur. Henüz yeni açıp 1 test çözdüm ama gerçekten çok güzel. Uygulamayı kullanmak çok rahat, başkalarıyla seviyeni karşılaştırabiliyorsun, yapamadığın soruların çözümlerini görüyorsun ki bu özellikler arasından en iyisi!! Mezun ve etrafında öğretmen olmayan biri olarak her zaman anlatımlı soru bankaları, denemelerin peşine düşüyordum ve bu bana kolaylıkla bu uygulama bana bunları kolaylıkla sağlıyor. Dilerim hep böyle güzel kalır ve kullandıkça fikrim değişmez.",4,FALSE,Sudeli Şeyler,Çok güzel ama Dil Bölümündekiler için Kaynak Gelmeli,,"There is only one sad point that there is no source for linguists. If the test is added for those in the language section, it would be the most beautiful application I have ever encountered. I just opened it and solved 1 test, but it's really nice. It is very comfortable to use the application, you can compare your level with others, you see the solutions of the questions you cannot do, which is the best of these features !! As a graduate and a person who is not a teacher, I was always pursuing narrated question banks, essays, and this application makes me easy to me easily. I hope that it will always remain beautiful and my mind does not change as I use it."
342,2021-01-19 21:06:35,Motivasyon sözleri ve yks sayacını widget olarak oluştursanız çok güzel olurdu 🥺,5,FALSE,mervesuy,Widget,,It would be nice if you create motivation lyrics and YKS counter as a widget 🥺
343,2021-01-19 10:46:29,"çok yararlı, tereddüt etmeyin derim...",5,FALSE,guligulibey,harika,,"Very useful, I say don't hesitate ..."
344,2021-01-19 9:05:12,Çok güzel bi uygulama sınava hazırlık çok iyi bildiğin dershane,5,FALSE,zeynep demir 19,Çok mükemmel,,Very nice application for exam preparation very well the classroom you know
345,2021-01-18 18:14:01,Gerçekten çok güzel bir uygulama.Özellikle düello işi çok iyi.Başarılı,5,FALSE,Tuğçe bayram,Çok iyi,,It is a really good application. Especially the duel work is very good.
346,2021-01-19 1:08:37,"İlk gün 10, ikinci gün 40 soru çözdüm şuan soru çöze bastığımda kredi yok diyor yardımcı olur musunuz ? Anlamadım hiç bir şey :(",2,FALSE,xxoyunxx0649,Soru çıkmıyor,,"On the first day 10, the second day I solved 40 questions, now when I press solve the question, I say there is no credit. I don't understand anything :("
347,2021-01-18 16:02:24,Tyt ayt denemee,5,FALSE,Zeus219,Denemee,,Tyt Ayt Trial
348,2021-01-18 8:33:18,Yaa mükkkkkemmmel bi uygulama herkese öneririm ücretsiz bu kadar güzel bi uygulama sunmak dünyada güzel insanların hala var olduğunun kanıtı.,5,FALSE,Davanastr,Muhteşem,,Yaa Makkkkkkkkemmel bi application to everyone I recommend to offer such a beautiful application to offer such beautiful people in the world still evidence.
349,2021-01-18 9:22:17,Soruların video çözümleri de olsa çok güzel olacak. Ayrıca sorunun zorluk seviyesini görmek insanı biraz strese sokuyor :),3,FALSE,Rna Aydın,Kullanışlı,,"The questions will be very nice, even if there are video solutions. In addition, seeing the difficulty level of the problem puts a little stress :)"
350,2021-01-18 9:01:46,Günlük 50 soru sınırı var o da 5 tane reklam izleyerek,1,FALSE,kdlyskysozkf4/74₺;₺;,Sınır,,"There is a 50 question limit per day, and following 5 ads"
351,2021-01-17 23:28:13,Bence uygulamaya denemeler eklenirse ve yeni yayınlar eklenirse çok iyi olur parasını son kuruşuna kadar hak eden bir uygulama,5,FALSE,kekdkdkkdkdkd,Geliştirilebilir,,I think it would be very good if trials are added to the application and new publications are added.
352,2021-01-17 9:27:38,Premium üyeliğimi iptal etmek istiyorum bilgi verir misiniz?,5,FALSE,ağwps,.,,I want to cancel my premium membership. Can you give information?
353,2021-01-17 6:45:16,Lezizül enfes mükemmel 10 numara ben bu programı yapanların varya.. neyse anladınız güzel uygulama beyler en yararlı uygulama budur net.,5,FALSE,Oğuz Karataş,İNDİRMEYEN PİŞMAN BİRADER,,Disclosure exquisite excellent number 10 number of those who make this program var. Anyway you understand beautiful application guys are the most useful application clear.
354,2021-01-16 23:26:07,bir de denemeler eklenirse telefon başında geçirdiğimiz vakitler daha da değerlenmiş olur,5,FALSE,Bahar imo,mükemmel,,"If the experiments are added, the times we spend on the phone will be more valued."
355,2021-01-16 17:46:52,"Genelde uygulamalara yorum yapmam ama bu kadar mükemmel bir uygulamaya yorum yapmazsam içimde kalırdı gerçekten bu kadar profesyonelce düşünülmüş bir uygulama olacağını tahmin etmemiştim ama indirdikten sonra gördüm ki tahmin ettiğimden kat ve kat daha iyiymiş, Teşekkürler Pakodemy 🙏🏼",5,FALSE,Serseri63,Tek kelimeyle Harika!,,"Generally I don't comment on the applications, but if I didn't comment on such an excellent application, I didn't guess it would be such a professional thought that would be so professionally thought, but after I downloaded it, I saw that it was more and better than I guessed, thanks Pakodemy 🙏🏼"
356,2021-01-14 23:12:04,Bence çok güzel hem  yanlış yapsak bile videolu anlatımıda var,5,FALSE,hazırlıklı,Güzel bir uygulama olmuş,,"I think it is very nice and even if we do it wrong, there is a video narration"
357,2021-01-15 8:10:40,Günlük test sayısını biraz daha yükseltmeniz gerektiğini düşünüyorum. Bir test 10 sorudan oluşuyor 5 test kendimizi tekrar etmemiz için yeterli değil bu yüzden bir yıldız düşürdüm onun dışında harika,4,FALSE,hdrhurcdsv,Harika fakat,,"I think you should increase the number of daily tests a little. A test consists of 10 questions 5 tests are not enough to repeat ourselves, so I dropped a star except that"
358,2021-01-14 9:42:59,Çok yararlı uygulama,5,FALSE,efsaneeeeeeeeeo,:),,Very useful application
359,2021-01-14 0:03:31,Reklamları biraz azaltır mısınız internet paketim bitiyor evde internetimiz yok lütfen,5,FALSE,msossald,Reklamları biraz azaltır mısınız internet paketim bitiyor evde internetimiz yok,,"Can you reduce the ads a little bit, my internet package ends, we don't have internet at home please"
360,2021-01-13 18:10:00,"Uygulamada harika sorular, yeni nesil sorular ve zor sorular var bu yüzden bayıldım. Tamam bi kaç eksik var ama bu uygulamayı kötü yapmaz",5,FALSE,tyyildrm,Fevkalade,,"There are great questions in practice, new generation questions and difficult questions so I love it. Okay, there are a few shortcomings but it won't make this application bad"
361,2021-01-13 12:23:15,Her şey iyi güzel ama düellolar sıkıntılı ilk açılmıyor sonra ise aynı şeyi tekrar soruyor ve soruların çözümleri olsa Çeşme,5,FALSE,sewalatahan,Düello,,"Everything is good, but the duel is not in troubled first and then asks the same thing again, and if there are solutions to the questions, fountain"
362,2021-01-12 15:18:09,TEST ÇÖZECEĞİM UYARI VERİYOR KREDİNİZ BİTTİ DİYE NEDEN UYARI VERİYOR,5,FALSE,abdulsamemmmmıiı,SORUMU DÜZELTİN,,I will solve the test gives a warning that your loan is over why it gives a warning
363,2021-01-08 20:41:15,Çok beğendim herkese tavsiye ederim elinize sağlık kalite kokuyor :-),5,FALSE,09948473773727/₺.??:):6:,Harikulade,,"I like it very much, I recommend it to everyone."
364,2021-01-11 14:22:32,İnternetsiz kullanım da istiyoruz❤️,4,FALSE,crylinnaa,X,,We also want to use without internet❤️
365,2021-01-07 22:52:32,Otobüste arabada yolda çözüyorsun hem de ücretsiz çok iyi,5,FALSE,GAYSERİLİ,Helal olsun,,You solve it on the road on the bus on the road and it is very good for free
366,2021-01-07 10:17:57,Boş boş test kitapları soru bankalarına para harcamayın tyt ayt tüm konular var tüm konulardan yüzlerce soru var zorluğu soru sayısını süre gibi şeyleride seçebiliyorsunuz bilerek adblock kapıyorum reklam girsin adamlar para kazansın diye helal olsun hiç düşünmeden indirin.,5,FALSE,umutdsjdj,Mükemmel,,Empty empty test books do not spend money on question banks TYT AYT all issues have hundreds of questions from all the issues you can choose the number of questions such as the number of questions you can choose to know that the adblock enters the adblock.
367,2021-01-07 7:32:15,Pandemi ile fiyat artışına gidilmiş bu nedenle hesabımı sildim fakat abonelik iptali olmuyor.,5,FALSE,Anka1482,Üyeliği iptal edin,,"I have deleted my account, so I deleted my account, but there is no cancellation of the subscription."
368,2021-01-05 5:32:14,merhabalar cok güzel ve yararlı bir uygulama yapmıssınız ancak sizden iki tane ricam olucaktı öncelikle sorulara zoom yapma özelliği cok lazım ve ücretsiz üyelikle günde 10 test çözebilirsek cok iyi olur gereğinin yapılcağından eminim tesekkürler,5,FALSE,yks2021🤞🏿🤞🏿,uygulama cok güzel,,"Hi, you have made a very nice and useful application, but you will have two requests from you first of all you need to zoom the feature of the questions and free membership if we can solve 10 tests a day, I am sure that it will be done."
369,2021-01-06 18:02:52,TEK KELİMEYLE MUAZZAM BİR UYGULAMA BENİ ÇOK BÜYÜK BİR YÜKTEN KURTARDI PREMİUM KULLANIYORUM 6 aylık SATIN ALDIM 4—5 gündür kullanıyorum ve gerçekten çok ilerleme kastettiğimi düşünüyorum emeği geçen herkese teşekkürler sadece tüm soruların çözümleri olsa daha güzel olurdu sonuç olarak artık yayınevleri bile çoğu kitaba soru videosunu ekliyor sizde eklerseniz sevinirim onun dışında çok iyi bir uygulama diyecek tek bir söz bile yok her şey düşünülmüş konu özetleri bile var tekrar teşekkürler,4,FALSE,123456532876432,Bazı soruların çözüm videosu yok,,"In one word, an enormous application saved me from a very big load, I am using premium for 6 months I bought it for 4—5 days and I really think that I mean a lot of progress, thanks to everyone who contributed to everyone who contributed to all the questions would be better if it would be better if it would be better even as a result of the publishing houses. I would appreciate it if you add it, there is not a single word to say a very good practice, everything has even been thought out."
370,2021-01-05 17:51:57,Daha indireli birkaç saat oldu her şeyi bırakıp burdan soru çözmeye başladım tek sıkıntı çektiğim durum soruların çözümü olmaması en azından küçük özet şeklinde eklenmiş olsa harika olacak yayınevlerinin video çözümleri uygulamaya da eklenebilir,3,FALSE,oznraydgn,Video çözüm,,It has been a few hours since I left everything and started to solve the question from here.
371,2021-01-04 20:28:39,Gerçekten güzel soruları olan bir uygulama kendimi sınıftan uzak hissediyordum bayadır şimdi biraz olsun sınıfıma olan özlemim geçti🤗,5,FALSE,snmçş,Çok iyi🤗,,An application with really good questions I was feeling away from the class.
372,2020-12-31 11:42:05,Çok güzel bir uygulama soru çözümünü arttırdı ve farklı soruları birleştirip koyuyor farklı sorular görmemi sağladı,5,FALSE,öğrenci &,Çok güzel,,A very nice application increased the question solution and puts different questions and puts me to see different questions
373,2021-01-03 20:35:07,Uygulamayı uzun bir süredir kullanıyordum günde telif haklarından dolayı 5 test çözme hakkının gelmesi çok kötü olmuş kullanıcı sayınızı düşürecektir,1,FALSE,martalperen,Basılı tutup yararlı diyin lütfen,,I have been using the application for a long time.
374,2021-01-01 14:16:48,1 aylık uygulamamı bitirmek istiyorum ne yapmam gerek,3,FALSE,dorukhan35,Ücret,,"I want to finish my 1 month application, what should I do?"
375,2020-12-26 10:46:39,Harika tavsiye ederim,5,FALSE,sahre__,Muhteşem,,Great I recommend
376,2020-12-30 19:22:29,Test çözümleri olsa daha yararlı olurdu,3,FALSE,lideniz,Cevaplar,,It would be more useful if there were test solutions
377,2020-12-29 16:26:47,"Çok güzel, yararlı bir uygulama. Ydt yönünden de desteklemesini dilerdim.",4,FALSE,Okdjfkd,YDT,,"A very nice, useful application. I wish it to support in terms of YDT."
378,2020-12-22 19:46:40,Güzel uygulama ama bence üyesi olmayan kişilere daha çok avantaj sağlarlarsa daha mükemmel olabilir sonuç olarak her öğrenci herşeyi yapamayabiliyor...,5,FALSE,havva013456,✔️,,"Good application, but I think it can be more perfect if they provide more advantage to people who are not members."
379,2020-12-21 17:36:37,"Ya test sonunda, ya da ödüllü reklam izlerken karşıma hep +18 reklamlar çıkıyor. Bu bir eğitim uygulamasına yakışan bir şey değil!",1,FALSE,Ünlü YouTuber buse MSP,+18 reklamların gelmesi,,"Either at the end of the test, or at the end of the award -winning ad, I always come across +18 ads. This is not something worthy of an educational practice!"
380,2020-12-21 17:21:36,bence tyt ayt denemesi olsa mutis olur 🥺,5,FALSE,souliteart,haftalik deneme,,I think it would be happy if there was a Tyt AYT attempt 🥺
381,2020-12-19 20:15:08,Arkadaşlar uygulama gerçekten çok güzel. Farklı yayınlardan soru çözebiliyor olmak mükemmel. 👏👏,5,FALSE,awsome🌸,Mükemmel,,"Friends, the application is really nice. It is perfect to be able to solve questions from different publications. 👏👏"
